,lon,lat,node_label,pop
0,26.480274465,-17.8447030269,75,27.0
1,26.4897249113,-17.8267367212,85,19.0
2,26.4991753577,-17.8896187911,93,12.0
3,26.4991753577,-17.8536861797,94,10.0
4,26.508625804,-17.8986019439,101,19.0
5,26.508625804,-17.8896187911,102,44.0
6,26.508625804,-17.8626693325,103,79.0
7,26.508625804,-17.8447030269,104,88.0
8,26.508625804,-17.8267367212,105,4.0
9,26.5180762504,-17.8716524854,110,8.0
10,26.5180762504,-17.8626693325,111,8.0
11,26.5180762504,-17.8267367212,112,14.0
12,26.5275266968,-17.8896187911,120,25.0
13,26.5369771431,-17.8896187911,125,27.0
14,26.5369771431,-17.8626693325,126,25.0
15,26.5369771431,-17.8536861797,127,10.0
16,26.5369771431,-17.835719874,128,19.0
17,26.5369771431,-17.7638546513,129,15.0
18,26.5464275895,-17.7728378041,137,4.0
19,26.5464275895,-17.7638546513,138,38.0
20,26.5558780358,-17.7458883456,148,7.0
21,26.5653284822,-17.7548714985,160,4.0
22,26.5747789286,-17.8806356382,167,9.0
23,26.5747789286,-17.7638546513,168,10.0
24,26.5747789286,-17.7548714985,169,67.0
25,26.5747789286,-17.7458883456,170,28.0
26,26.5842293749,-17.7638546513,179,4.0
27,26.5936798213,-17.9165682496,192,3.0
28,26.5936798213,-17.9075850968,193,15.0
29,26.5936798213,-17.7638546513,194,13.0
30,26.5936798213,-17.7458883456,195,13.0
31,26.5936798213,-17.7369051928,196,19.0
32,26.5936798213,-17.7279220399,197,19.0
33,26.6031302676,-17.9075850968,210,19.0
34,26.6031302676,-17.7548714985,211,17.0
35,26.6031302676,-17.7458883456,212,12.0
36,26.6031302676,-17.7369051928,213,10.0
37,26.612580714,-18.0513155422,226,19.0
38,26.612580714,-17.7728378041,227,6.0
39,26.612580714,-17.7638546513,228,11.0
40,26.612580714,-17.7548714985,229,12.0
41,26.612580714,-17.7458883456,230,33.0
42,26.612580714,-17.7369051928,231,21.0
43,26.612580714,-17.7279220399,232,13.0
44,26.612580714,-17.7189388871,233,4.0
45,26.6220311603,-18.0513155422,248,24.0
46,26.6220311603,-17.7728378041,249,3.0
47,26.6220311603,-17.7638546513,250,7.0
48,26.6220311603,-17.7369051928,251,90.0
49,26.6220311603,-17.7279220399,252,12.0
50,26.6314816067,-17.9435177081,269,26.0
51,26.6314816067,-17.9345345553,270,4.0
52,26.6314816067,-17.8806356382,271,27.0
53,26.6314816067,-17.8716524854,272,19.0
54,26.6314816067,-17.7279220399,273,44.0
55,26.6409320531,-18.0513155422,292,11.0
56,26.6409320531,-17.9075850968,293,8.0
57,26.6409320531,-17.8896187911,294,20.0
58,26.6409320531,-17.8806356382,295,16.0
59,26.6409320531,-17.8716524854,296,48.0
60,26.6409320531,-17.7279220399,297,8.0
61,26.6503824994,-18.0513155422,321,4.0
62,26.6503824994,-17.9435177081,322,8.0
63,26.6503824994,-17.9345345553,323,2.0
64,26.6503824994,-17.9075850968,324,13.0
65,26.6598329458,-17.9075850968,347,53.0
66,26.6598329458,-17.8716524854,348,33.0
67,26.6787338385,-17.7548714985,412,15.0
68,26.6787338385,-17.7458883456,413,12.0
69,26.6881842849,-17.7458883456,446,38.0
70,26.6881842849,-17.7369051928,447,11.0
71,26.6881842849,-17.7279220399,448,9.0
72,26.6881842849,-17.7189388871,449,22.0
73,26.6881842849,-17.7099557342,450,4.0
74,26.6881842849,-17.7009725814,451,15.0
75,26.6976347312,-17.9884334723,484,15.0
76,26.6976347312,-17.9165682496,485,64.0
77,26.6976347312,-17.9075850968,486,13.0
78,26.6976347312,-17.8986019439,487,9.0
79,26.6976347312,-17.8896187911,488,20.0
80,26.6976347312,-17.8806356382,489,25.0
81,26.6976347312,-17.8716524854,490,46.0
82,26.6976347312,-17.8626693325,491,7.0
83,26.6976347312,-17.7548714985,492,31.0
84,26.6976347312,-17.7458883456,493,24.0
85,26.6976347312,-17.7369051928,494,62.0
86,26.6976347312,-17.7279220399,495,11.0
87,26.6976347312,-17.7189388871,496,50.0
88,26.6976347312,-17.7099557342,497,23.0
89,26.6976347312,-17.7009725814,498,41.0
90,26.6976347312,-17.6919894286,499,39.0
91,26.7070851776,-18.0513155422,530,16.0
92,26.7070851776,-17.9435177081,531,8.0
93,26.7070851776,-17.9075850968,532,21.0
94,26.7070851776,-17.8896187911,533,35.0
95,26.7070851776,-17.8806356382,534,78.0
96,26.7070851776,-17.8716524854,535,39.0
97,26.7070851776,-17.8626693325,536,1.0
98,26.7070851776,-17.7458883456,537,39.0
99,26.7070851776,-17.7369051928,538,39.0
100,26.7070851776,-17.7279220399,539,23.0
101,26.7070851776,-17.7189388871,540,129.0
102,26.7070851776,-17.7099557342,541,147.0
103,26.7070851776,-17.7009725814,542,64.0
104,26.7070851776,-17.6919894286,543,11.0
105,26.7070851776,-17.6830062757,544,27.0
106,26.7165356239,-18.0423323894,574,27.0
107,26.7165356239,-17.9345345553,575,18.0
108,26.7165356239,-17.9255514024,576,9.0
109,26.7165356239,-17.9075850968,577,9.0
110,26.7165356239,-17.8806356382,578,50.0
111,26.7165356239,-17.7548714985,579,7.0
112,26.7165356239,-17.7458883456,580,55.0
113,26.7165356239,-17.7369051928,581,9.0
114,26.7165356239,-17.7279220399,582,17.0
115,26.7165356239,-17.7189388871,583,27.0
116,26.7165356239,-17.7099557342,584,76.0
117,26.7165356239,-17.7009725814,585,24.0
118,26.7165356239,-17.6919894286,586,24.0
119,26.7165356239,-17.6830062757,587,24.0
120,26.7165356239,-17.6740231229,588,12.0
121,26.7165356239,-17.66503997,589,10.0
122,26.7259860703,-17.952500861,615,40.0
123,26.7259860703,-17.9345345553,616,18.0
124,26.7259860703,-17.9255514024,617,32.0
125,26.7259860703,-17.8896187911,618,3.0
126,26.7259860703,-17.7369051928,619,41.0
127,26.7259860703,-17.7279220399,620,46.0
128,26.7259860703,-17.7189388871,621,47.0
129,26.7259860703,-17.7099557342,622,16.0
130,26.7259860703,-17.7009725814,623,6.0
131,26.7259860703,-17.6740231229,624,37.0
132,26.7259860703,-17.66503997,625,23.0
133,26.7354365166,-18.0243660837,653,2.0
134,26.7354365166,-17.9255514024,654,52.0
135,26.7354365166,-17.9075850968,655,22.0
136,26.7354365166,-17.8986019439,656,229.0
137,26.7354365166,-17.8896187911,657,38.0
138,26.7354365166,-17.7638546513,658,22.0
139,26.7354365166,-17.7458883456,659,21.0
140,26.7354365166,-17.7369051928,660,9.0
141,26.7354365166,-17.7279220399,661,53.0
142,26.7354365166,-17.7189388871,662,38.0
143,26.7354365166,-17.7099557342,663,69.0
144,26.7354365166,-17.7009725814,664,12.0
145,26.7354365166,-17.6740231229,665,17.0
146,26.7354365166,-17.66503997,666,60.0
147,26.7354365166,-17.6560568172,667,11.0
148,26.744886963,-18.0243660837,694,17.0
149,26.744886963,-18.0153829308,695,32.0
150,26.744886963,-17.9345345553,696,6.0
151,26.744886963,-17.9255514024,697,8.0
152,26.744886963,-17.8986019439,698,48.0
153,26.744886963,-17.8896187911,699,47.0
154,26.744886963,-17.781820957,700,5.0
155,26.744886963,-17.7728378041,701,24.0
156,26.744886963,-17.7638546513,702,36.0
157,26.744886963,-17.7279220399,703,73.0
158,26.744886963,-17.7189388871,704,16.0
159,26.744886963,-17.7099557342,705,28.0
160,26.744886963,-17.7009725814,706,32.0
161,26.744886963,-17.6919894286,707,7.0
162,26.744886963,-17.66503997,708,26.0
163,26.744886963,-17.6560568172,709,19.0
164,26.7543374094,-18.0153829308,736,30.0
165,26.7543374094,-17.9435177081,737,9.0
166,26.7543374094,-17.9165682496,738,12.0
167,26.7543374094,-17.9075850968,739,38.0
168,26.7543374094,-17.8986019439,740,18.0
169,26.7543374094,-17.8896187911,741,27.0
170,26.7543374094,-17.8806356382,742,34.0
171,26.7543374094,-17.7908041098,743,11.0
172,26.7543374094,-17.781820957,744,50.0
173,26.7543374094,-17.7728378041,745,6.0
174,26.7543374094,-17.7638546513,746,33.0
175,26.7543374094,-17.7548714985,747,49.0
176,26.7543374094,-17.7458883456,748,40.0
177,26.7543374094,-17.7369051928,749,4.0
178,26.7543374094,-17.7279220399,750,6.0
179,26.7543374094,-17.7099557342,751,18.0
180,26.7543374094,-17.7009725814,752,31.0
181,26.7543374094,-17.6740231229,753,17.0
182,26.7543374094,-17.66503997,754,14.0
183,26.7543374094,-17.6560568172,755,38.0
184,26.7637878557,-17.9614840138,786,7.0
185,26.7637878557,-17.952500861,787,14.0
186,26.7637878557,-17.9435177081,788,10.0
187,26.7637878557,-17.9345345553,789,1.0
188,26.7637878557,-17.9075850968,790,45.0
189,26.7637878557,-17.8986019439,791,13.0
190,26.7637878557,-17.8896187911,792,59.0
191,26.7637878557,-17.8806356382,793,87.0
192,26.7637878557,-17.8716524854,794,3.0
193,26.7637878557,-17.8267367212,795,4.0
194,26.7637878557,-17.8177535683,796,20.0
195,26.7637878557,-17.8087704155,797,11.0
196,26.7637878557,-17.7997872627,798,28.0
197,26.7637878557,-17.7908041098,799,52.0
198,26.7637878557,-17.781820957,800,45.0
199,26.7637878557,-17.7728378041,801,13.0
200,26.7637878557,-17.7638546513,802,9.0
201,26.7637878557,-17.7548714985,803,54.0
202,26.7637878557,-17.7458883456,804,39.0
203,26.7637878557,-17.7369051928,805,29.0
204,26.7637878557,-17.7279220399,806,2.0
205,26.7637878557,-17.6740231229,807,20.0
206,26.7637878557,-17.66503997,808,96.0
207,26.7637878557,-17.6560568172,809,19.0
208,26.7637878557,-17.6470736644,810,42.0
209,26.7732383021,-17.952500861,837,7.0
210,26.7732383021,-17.8986019439,838,11.0
211,26.7732383021,-17.8896187911,839,44.0
212,26.7732383021,-17.8806356382,840,11.0
213,26.7732383021,-17.8177535683,841,31.0
214,26.7732383021,-17.8087704155,842,12.0
215,26.7732383021,-17.7997872627,843,22.0
216,26.7732383021,-17.781820957,844,43.0
217,26.7732383021,-17.7728378041,845,13.0
218,26.7732383021,-17.7638546513,846,16.0
219,26.7732383021,-17.7369051928,847,52.0
220,26.7732383021,-17.7009725814,848,14.0
221,26.7732383021,-17.6919894286,849,44.0
222,26.7732383021,-17.6830062757,850,10.0
223,26.7732383021,-17.66503997,851,12.0
224,26.7732383021,-17.6560568172,852,5.0
225,26.7732383021,-17.6470736644,853,15.0
226,26.7732383021,-17.6380905115,854,34.0
227,26.7826887484,-17.9435177081,883,27.0
228,26.7826887484,-17.8896187911,884,17.0
229,26.7826887484,-17.8806356382,885,7.0
230,26.7826887484,-17.8177535683,886,33.0
231,26.7826887484,-17.8087704155,887,33.0
232,26.7826887484,-17.781820957,888,11.0
233,26.7826887484,-17.7548714985,889,22.0
234,26.7826887484,-17.7458883456,890,63.0
235,26.7826887484,-17.7369051928,891,27.0
236,26.7826887484,-17.7279220399,892,22.0
237,26.7826887484,-17.7189388871,893,63.0
238,26.7826887484,-17.7099557342,894,4.0
239,26.7826887484,-17.7009725814,895,10.0
240,26.7826887484,-17.6830062757,896,21.0
241,26.7826887484,-17.6740231229,897,7.0
242,26.7826887484,-17.66503997,898,8.0
243,26.7826887484,-17.6560568172,899,32.0
244,26.7826887484,-17.6470736644,900,20.0
245,26.7826887484,-17.6380905115,901,53.0
246,26.7921391948,-18.0243660837,928,1.0
247,26.7921391948,-17.9435177081,929,3.0
248,26.7921391948,-17.8177535683,930,20.0
249,26.7921391948,-17.7548714985,931,10.0
250,26.7921391948,-17.7458883456,932,6.0
251,26.7921391948,-17.7369051928,933,18.0
252,26.7921391948,-17.7279220399,934,57.0
253,26.7921391948,-17.7189388871,935,48.0
254,26.7921391948,-17.7099557342,936,10.0
255,26.7921391948,-17.7009725814,937,67.0
256,26.7921391948,-17.6919894286,938,6.0
257,26.7921391948,-17.6830062757,939,23.0
258,26.7921391948,-17.6740231229,940,20.0
259,26.8015896412,-17.9435177081,963,29.0
260,26.8015896412,-17.9345345553,964,43.0
261,26.8015896412,-17.9255514024,965,2.0
262,26.8015896412,-17.9165682496,966,31.0
263,26.8015896412,-17.8177535683,967,14.0
264,26.8015896412,-17.8087704155,968,20.0
265,26.8015896412,-17.7548714985,969,5.0
266,26.8015896412,-17.7369051928,970,14.0
267,26.8015896412,-17.7279220399,971,12.0
268,26.8015896412,-17.7099557342,972,40.0
269,26.8015896412,-17.7009725814,973,83.0
270,26.8015896412,-17.6919894286,974,5.0
271,26.8015896412,-17.6830062757,975,33.0
272,26.8015896412,-17.6740231229,976,23.0
273,26.8015896412,-17.66503997,977,41.0
274,26.8015896412,-17.6560568172,978,8.0
275,26.8015896412,-17.6470736644,979,9.0
276,26.8110400875,-18.006399778,998,3.0
277,26.8110400875,-17.9345345553,999,39.0
278,26.8110400875,-17.9255514024,1000,19.0
279,26.8110400875,-17.8087704155,1001,14.0
280,26.8110400875,-17.7369051928,1002,7.0
281,26.8110400875,-17.7279220399,1003,63.0
282,26.8110400875,-17.7189388871,1004,20.0
283,26.8110400875,-17.7099557342,1005,51.0
284,26.8110400875,-17.7009725814,1006,39.0
285,26.8110400875,-17.6830062757,1007,27.0
286,26.8110400875,-17.6740231229,1008,7.0
287,26.8110400875,-17.6560568172,1009,8.0
288,26.8110400875,-17.6470736644,1010,22.0
289,26.8110400875,-17.6380905115,1011,8.0
290,26.8204905339,-18.006399778,1028,13.0
291,26.8204905339,-17.9974166252,1029,18.0
292,26.8204905339,-17.7279220399,1030,9.0
293,26.8204905339,-17.7189388871,1031,13.0
294,26.8204905339,-17.7099557342,1032,38.0
295,26.8204905339,-17.7009725814,1033,19.0
296,26.8204905339,-17.6919894286,1034,100.0
297,26.8204905339,-17.6830062757,1035,39.0
298,26.8204905339,-17.6470736644,1036,24.0
299,26.8204905339,-17.6380905115,1037,13.0
300,26.8204905339,-17.6291073587,1038,14.0
301,26.8299409802,-18.0153829308,1061,2.0
302,26.8299409802,-17.7548714985,1062,13.0
303,26.8299409802,-17.7099557342,1063,27.0
304,26.8299409802,-17.7009725814,1064,18.0
305,26.8299409802,-17.6919894286,1065,34.0
306,26.8299409802,-17.6830062757,1066,18.0
307,26.8393914266,-17.7458883456,1089,8.0
308,26.8393914266,-17.7369051928,1090,9.0
309,26.8393914266,-17.7279220399,1091,13.0
310,26.8393914266,-17.7099557342,1092,24.0
311,26.8393914266,-17.7009725814,1093,12.0
312,26.8393914266,-17.6919894286,1094,30.0
313,26.8393914266,-17.6830062757,1095,38.0
314,26.8488418729,-17.7369051928,1129,5.0
315,26.8488418729,-17.7099557342,1130,42.0
316,26.8488418729,-17.6919894286,1131,14.0
317,26.8488418729,-17.6830062757,1132,19.0
318,26.8488418729,-17.66503997,1133,46.0
319,26.8488418729,-17.6560568172,1134,22.0
320,26.8488418729,-17.6470736644,1135,17.0
321,26.8582923193,-17.7279220399,1171,15.0
322,26.8582923193,-17.7189388871,1172,12.0
323,26.8582923193,-17.7099557342,1173,13.0
324,26.8582923193,-17.7009725814,1174,5.0
325,26.8582923193,-17.6919894286,1175,14.0
326,26.8582923193,-17.6830062757,1176,25.0
327,26.8582923193,-17.6740231229,1177,8.0
328,26.8582923193,-17.66503997,1178,13.0
329,26.8582923193,-17.6560568172,1179,19.0
330,26.8582923193,-17.6470736644,1180,80.0
331,26.8582923193,-17.6380905115,1181,26.0
332,26.8582923193,-17.6201242058,1182,10.0
333,26.8582923193,-17.611141053,1183,7.0
334,26.8677427657,-17.7189388871,1224,8.0
335,26.8677427657,-17.7099557342,1225,20.0
336,26.8677427657,-17.7009725814,1226,12.0
337,26.8677427657,-17.6919894286,1227,461.0
338,26.8677427657,-17.6830062757,1228,51.0
339,26.8677427657,-17.6740231229,1229,38.0
340,26.8677427657,-17.66503997,1230,6.0
341,26.8677427657,-17.6560568172,1231,22.0
342,26.8677427657,-17.6470736644,1232,4.0
343,26.8677427657,-17.6380905115,1233,60.0
344,26.8677427657,-17.6291073587,1234,1.0
345,26.8677427657,-17.611141053,1235,50.0
346,26.877193212,-17.7369051928,1281,15.0
347,26.877193212,-17.7279220399,1282,77.0
348,26.877193212,-17.7189388871,1283,12.0
349,26.877193212,-17.7099557342,1284,14.0
350,26.877193212,-17.7009725814,1285,699.0
351,26.877193212,-17.6919894286,1286,451.0
352,26.877193212,-17.6830062757,1287,60.0
353,26.877193212,-17.6740231229,1288,59.0
354,26.877193212,-17.66503997,1289,28.0
355,26.877193212,-17.6560568172,1290,22.0
356,26.877193212,-17.6470736644,1291,4.0
357,26.877193212,-17.6380905115,1292,60.0
358,26.877193212,-17.6291073587,1293,24.0
359,26.877193212,-17.6201242058,1294,23.0
360,26.877193212,-17.611141053,1295,23.0
361,26.877193212,-17.6021579002,1296,25.0
362,26.8866436584,-17.7369051928,1339,43.0
363,26.8866436584,-17.7279220399,1340,82.0
364,26.8866436584,-17.7189388871,1341,39.0
365,26.8866436584,-17.7099557342,1342,158.0
366,26.8866436584,-17.7009725814,1343,1.0
367,26.8866436584,-17.6830062757,1344,75.0
368,26.8866436584,-17.6740231229,1345,21.0
369,26.8866436584,-17.66503997,1346,9.0
370,26.8866436584,-17.6560568172,1347,11.0
371,26.8866436584,-17.6470736644,1348,35.0
372,26.8866436584,-17.6380905115,1349,10.0
373,26.8866436584,-17.6291073587,1350,67.0
374,26.8866436584,-17.6201242058,1351,18.0
375,26.8866436584,-17.611141053,1352,14.0
376,26.8960941047,-17.7458883456,1399,12.0
377,26.8960941047,-17.7369051928,1400,16.0
378,26.8960941047,-17.7279220399,1401,5.0
379,26.8960941047,-17.7189388871,1402,20.0
380,26.8960941047,-17.7099557342,1403,270.0
381,26.8960941047,-17.7009725814,1404,35.0
382,26.8960941047,-17.6740231229,1405,86.0
383,26.8960941047,-17.66503997,1406,5.0
384,26.8960941047,-17.6380905115,1407,15.0
385,26.8960941047,-17.6291073587,1408,39.0
386,26.8960941047,-17.6201242058,1409,18.0
387,26.8960941047,-17.611141053,1410,24.0
388,26.9055445511,-17.7189388871,1454,8.0
389,26.9055445511,-17.7099557342,1455,76.0
390,26.9055445511,-17.7009725814,1456,3.0
391,26.9055445511,-17.6830062757,1458,12.0
392,26.9055445511,-17.6740231229,1459,31.0
393,26.9055445511,-17.66503997,1460,90.0
394,26.9055445511,-17.6560568172,1461,17.0
395,26.9055445511,-17.6470736644,1462,24.0
396,26.9055445511,-17.6380905115,1463,72.0
397,26.9055445511,-17.6291073587,1464,35.0
398,26.9055445511,-17.6201242058,1465,41.0
399,26.9055445511,-17.611141053,1466,26.0
400,26.9149949974,-17.6830062757,1519,21.0
401,26.9149949974,-17.66503997,1520,37.0
402,26.9149949974,-17.6470736644,1521,9.0
403,26.9149949974,-17.6380905115,1522,24.0
404,26.9149949974,-17.6291073587,1523,25.0
405,26.9149949974,-17.6201242058,1524,29.0
406,26.9149949974,-17.611141053,1525,22.0
407,26.9244454438,-17.6380905115,1587,32.0
408,26.9244454438,-17.6291073587,1588,49.0
