"round","date","prevalence","mid.x","mid.y","grid.cell","catch"
10,"2016-02-29",0.0866,27.6332289206773,-17.0272361183184,4284,"Chiyabi"
1,"2012-07-01",0.4724,27.6993820451851,-16.96435404843,4461,"Chiyabi"
2,"2012-09-30",0.2808,27.6993820451851,-16.96435404843,4461,"Chiyabi"
3,"2012-11-30",0.2106,27.6993820451851,-16.96435404843,4461,"Chiyabi"
4,"2013-07-01",0.4331,27.6993820451851,-16.96435404843,4461,"Chiyabi"
5,"2013-08-31",0.3419,27.6993820451851,-16.96435404843,4461,"Chiyabi"
6,"2013-10-31",0.4441,27.6993820451851,-16.96435404843,4461,"Chiyabi"
7,"2014-12-31",0.2919,27.6993820451851,-16.96435404843,4461,"Chiyabi"
8,"2015-03-01",0.2007,27.6993820451851,-16.96435404843,4461,"Chiyabi"
9,"2015-09-30",0.3336,27.6993820451851,-16.96435404843,4461,"Chiyabi"
10,"2016-02-29",0.0866,27.6993820451851,-16.96435404843,4461,"Chiyabi"
1,"2012-07-01",0.4724,27.6710307061103,-17.009269812636,4383,"Chiyabi"
2,"2012-09-30",0.2808,27.6710307061103,-17.009269812636,4383,"Chiyabi"
3,"2012-11-30",0.2106,27.6710307061103,-17.009269812636,4383,"Chiyabi"
4,"2013-07-01",0.4331,27.6710307061103,-17.009269812636,4383,"Chiyabi"
5,"2013-08-31",0.3419,27.6710307061103,-17.009269812636,4383,"Chiyabi"
6,"2013-10-31",0.4441,27.6710307061103,-17.009269812636,4383,"Chiyabi"
7,"2014-12-31",0.2919,27.6710307061103,-17.009269812636,4383,"Chiyabi"
8,"2015-03-01",0.2007,27.6710307061103,-17.009269812636,4383,"Chiyabi"
9,"2015-09-30",0.3336,27.6710307061103,-17.009269812636,4383,"Chiyabi"
10,"2016-02-29",0.0866,27.6710307061103,-17.009269812636,4383,"Chiyabi"
1,"2012-07-01",0.4724,27.6426793670356,-17.0362192711596,4309,"Chiyabi"
2,"2012-09-30",0.2808,27.6426793670356,-17.0362192711596,4309,"Chiyabi"
3,"2012-11-30",0.2106,27.6426793670356,-17.0362192711596,4309,"Chiyabi"
4,"2013-07-01",0.4331,27.6426793670356,-17.0362192711596,4309,"Chiyabi"
5,"2013-08-31",0.3419,27.6426793670356,-17.0362192711596,4309,"Chiyabi"
6,"2013-10-31",0.4441,27.6426793670356,-17.0362192711596,4309,"Chiyabi"
7,"2014-12-31",0.2919,27.6426793670356,-17.0362192711596,4309,"Chiyabi"
8,"2015-03-01",0.2007,27.6426793670356,-17.0362192711596,4309,"Chiyabi"
9,"2015-09-30",0.3336,27.6426793670356,-17.0362192711596,4309,"Chiyabi"
10,"2016-02-29",0.0866,27.6426793670356,-17.0362192711596,4309,"Chiyabi"
1,"2012-07-01",0.4724,27.6993820451851,-16.9823203541124,4459,"Chiyabi"
2,"2012-09-30",0.2808,27.6993820451851,-16.9823203541124,4459,"Chiyabi"
3,"2012-11-30",0.2106,27.6993820451851,-16.9823203541124,4459,"Chiyabi"
4,"2013-07-01",0.4331,27.6993820451851,-16.9823203541124,4459,"Chiyabi"
5,"2013-08-31",0.3419,27.6993820451851,-16.9823203541124,4459,"Chiyabi"
6,"2013-10-31",0.4441,27.6993820451851,-16.9823203541124,4459,"Chiyabi"
7,"2014-12-31",0.2919,27.6993820451851,-16.9823203541124,4459,"Chiyabi"
8,"2015-03-01",0.2007,27.6993820451851,-16.9823203541124,4459,"Chiyabi"
9,"2015-09-30",0.3336,27.6993820451851,-16.9823203541124,4459,"Chiyabi"
10,"2016-02-29",0.0866,27.6993820451851,-16.9823203541124,4459,"Chiyabi"
1,"2012-07-01",0.4724,27.6521298133938,-17.0182529654772,4334,"Chiyabi"
2,"2012-09-30",0.2808,27.6521298133938,-17.0182529654772,4334,"Chiyabi"
3,"2012-11-30",0.2106,27.6521298133938,-17.0182529654772,4334,"Chiyabi"
4,"2013-07-01",0.4331,27.6521298133938,-17.0182529654772,4334,"Chiyabi"
5,"2013-08-31",0.3419,27.6521298133938,-17.0182529654772,4334,"Chiyabi"
6,"2013-10-31",0.4441,27.6521298133938,-17.0182529654772,4334,"Chiyabi"
7,"2014-12-31",0.2919,27.6521298133938,-17.0182529654772,4334,"Chiyabi"
8,"2015-03-01",0.2007,27.6521298133938,-17.0182529654772,4334,"Chiyabi"
9,"2015-09-30",0.3336,27.6521298133938,-17.0182529654772,4334,"Chiyabi"
10,"2016-02-29",0.0866,27.6521298133938,-17.0182529654772,4334,"Chiyabi"
1,"2012-07-01",0.4724,27.6899315988268,-17.0002866597948,4434,"Chiyabi"
2,"2012-09-30",0.2808,27.6899315988268,-17.0002866597948,4434,"Chiyabi"
3,"2012-11-30",0.2106,27.6899315988268,-17.0002866597948,4434,"Chiyabi"
4,"2013-07-01",0.4331,27.6899315988268,-17.0002866597948,4434,"Chiyabi"
5,"2013-08-31",0.3419,27.6899315988268,-17.0002866597948,4434,"Chiyabi"
6,"2013-10-31",0.4441,27.6899315988268,-17.0002866597948,4434,"Chiyabi"
7,"2014-12-31",0.2919,27.6899315988268,-17.0002866597948,4434,"Chiyabi"
8,"2015-03-01",0.2007,27.6899315988268,-17.0002866597948,4434,"Chiyabi"
9,"2015-09-30",0.3336,27.6899315988268,-17.0002866597948,4434,"Chiyabi"
10,"2016-02-29",0.0866,27.6899315988268,-17.0002866597948,4434,"Chiyabi"
1,"2012-07-01",0.4724,27.6899315988268,-16.9823203541124,4435,"Chiyabi"
2,"2012-09-30",0.2808,27.6899315988268,-16.9823203541124,4435,"Chiyabi"
3,"2012-11-30",0.2106,27.6899315988268,-16.9823203541124,4435,"Chiyabi"
4,"2013-07-01",0.4331,27.6899315988268,-16.9823203541124,4435,"Chiyabi"
5,"2013-08-31",0.3419,27.6899315988268,-16.9823203541124,4435,"Chiyabi"
6,"2013-10-31",0.4441,27.6899315988268,-16.9823203541124,4435,"Chiyabi"
7,"2014-12-31",0.2919,27.6899315988268,-16.9823203541124,4435,"Chiyabi"
8,"2015-03-01",0.2007,27.6899315988268,-16.9823203541124,4435,"Chiyabi"
9,"2015-09-30",0.3336,27.6899315988268,-16.9823203541124,4435,"Chiyabi"
10,"2016-02-29",0.0866,27.6899315988268,-16.9823203541124,4435,"Chiyabi"
1,"2012-07-01",0.4724,27.6332289206773,-16.96435404843,4287,"Chiyabi"
2,"2012-09-30",0.2808,27.6332289206773,-16.96435404843,4287,"Chiyabi"
3,"2012-11-30",0.2106,27.6332289206773,-16.96435404843,4287,"Chiyabi"
4,"2013-07-01",0.4331,27.6332289206773,-16.96435404843,4287,"Chiyabi"
5,"2013-08-31",0.3419,27.6332289206773,-16.96435404843,4287,"Chiyabi"
6,"2013-10-31",0.4441,27.6332289206773,-16.96435404843,4287,"Chiyabi"
7,"2014-12-31",0.2919,27.6332289206773,-16.96435404843,4287,"Chiyabi"
8,"2015-03-01",0.2007,27.6332289206773,-16.96435404843,4287,"Chiyabi"
9,"2015-09-30",0.3336,27.6332289206773,-16.96435404843,4287,"Chiyabi"
10,"2016-02-29",0.0866,27.6332289206773,-16.96435404843,4287,"Chiyabi"
1,"2012-07-01",0.4724,27.6426793670356,-17.0272361183184,4310,"Chiyabi"
2,"2012-09-30",0.2808,27.6426793670356,-17.0272361183184,4310,"Chiyabi"
3,"2012-11-30",0.2106,27.6426793670356,-17.0272361183184,4310,"Chiyabi"
4,"2013-07-01",0.4331,27.6426793670356,-17.0272361183184,4310,"Chiyabi"
5,"2013-08-31",0.3419,27.6426793670356,-17.0272361183184,4310,"Chiyabi"
6,"2013-10-31",0.4441,27.6426793670356,-17.0272361183184,4310,"Chiyabi"
7,"2014-12-31",0.2919,27.6426793670356,-17.0272361183184,4310,"Chiyabi"
8,"2015-03-01",0.2007,27.6426793670356,-17.0272361183184,4310,"Chiyabi"
9,"2015-09-30",0.3336,27.6426793670356,-17.0272361183184,4310,"Chiyabi"
10,"2016-02-29",0.0866,27.6426793670356,-17.0272361183184,4310,"Chiyabi"
1,"2012-07-01",0.4724,27.623778474319,-17.0362192711596,4258,"Chiyabi"
2,"2012-09-30",0.2808,27.623778474319,-17.0362192711596,4258,"Chiyabi"
3,"2012-11-30",0.2106,27.623778474319,-17.0362192711596,4258,"Chiyabi"
4,"2013-07-01",0.4331,27.623778474319,-17.0362192711596,4258,"Chiyabi"
5,"2013-08-31",0.3419,27.623778474319,-17.0362192711596,4258,"Chiyabi"
6,"2013-10-31",0.4441,27.623778474319,-17.0362192711596,4258,"Chiyabi"
7,"2014-12-31",0.2919,27.623778474319,-17.0362192711596,4258,"Chiyabi"
8,"2015-03-01",0.2007,27.623778474319,-17.0362192711596,4258,"Chiyabi"
9,"2015-09-30",0.3336,27.623778474319,-17.0362192711596,4258,"Chiyabi"
10,"2016-02-29",0.0866,27.623778474319,-17.0362192711596,4258,"Chiyabi"
1,"2012-07-01",0.4724,27.6332289206773,-17.0182529654772,4285,"Chiyabi"
2,"2012-09-30",0.2808,27.6332289206773,-17.0182529654772,4285,"Chiyabi"
3,"2012-11-30",0.2106,27.6332289206773,-17.0182529654772,4285,"Chiyabi"
4,"2013-07-01",0.4331,27.6332289206773,-17.0182529654772,4285,"Chiyabi"
5,"2013-08-31",0.3419,27.6332289206773,-17.0182529654772,4285,"Chiyabi"
6,"2013-10-31",0.4441,27.6332289206773,-17.0182529654772,4285,"Chiyabi"
7,"2014-12-31",0.2919,27.6332289206773,-17.0182529654772,4285,"Chiyabi"
8,"2015-03-01",0.2007,27.6332289206773,-17.0182529654772,4285,"Chiyabi"
9,"2015-09-30",0.3336,27.6332289206773,-17.0182529654772,4285,"Chiyabi"
10,"2016-02-29",0.0866,27.6332289206773,-17.0182529654772,4285,"Chiyabi"
1,"2012-07-01",0.4724,27.6899315988268,-17.0452024240008,4432,"Chiyabi"
2,"2012-09-30",0.2808,27.6899315988268,-17.0452024240008,4432,"Chiyabi"
3,"2012-11-30",0.2106,27.6899315988268,-17.0452024240008,4432,"Chiyabi"
4,"2013-07-01",0.4331,27.6899315988268,-17.0452024240008,4432,"Chiyabi"
5,"2013-08-31",0.3419,27.6899315988268,-17.0452024240008,4432,"Chiyabi"
6,"2013-10-31",0.4441,27.6899315988268,-17.0452024240008,4432,"Chiyabi"
7,"2014-12-31",0.2919,27.6899315988268,-17.0452024240008,4432,"Chiyabi"
8,"2015-03-01",0.2007,27.6899315988268,-17.0452024240008,4432,"Chiyabi"
9,"2015-09-30",0.3336,27.6899315988268,-17.0452024240008,4432,"Chiyabi"
10,"2016-02-29",0.0866,27.6899315988268,-17.0452024240008,4432,"Chiyabi"
1,"2012-07-01",0.4724,27.6804811524686,-17.0002866597948,4411,"Chiyabi"
2,"2012-09-30",0.2808,27.6804811524686,-17.0002866597948,4411,"Chiyabi"
3,"2012-11-30",0.2106,27.6804811524686,-17.0002866597948,4411,"Chiyabi"
4,"2013-07-01",0.4331,27.6804811524686,-17.0002866597948,4411,"Chiyabi"
5,"2013-08-31",0.3419,27.6804811524686,-17.0002866597948,4411,"Chiyabi"
6,"2013-10-31",0.4441,27.6804811524686,-17.0002866597948,4411,"Chiyabi"
7,"2014-12-31",0.2919,27.6804811524686,-17.0002866597948,4411,"Chiyabi"
8,"2015-03-01",0.2007,27.6804811524686,-17.0002866597948,4411,"Chiyabi"
9,"2015-09-30",0.3336,27.6804811524686,-17.0002866597948,4411,"Chiyabi"
10,"2016-02-29",0.0866,27.6804811524686,-17.0002866597948,4411,"Chiyabi"
1,"2012-07-01",0.4724,27.6615802597521,-17.0362192711596,4357,"Chiyabi"
2,"2012-09-30",0.2808,27.6615802597521,-17.0362192711596,4357,"Chiyabi"
3,"2012-11-30",0.2106,27.6615802597521,-17.0362192711596,4357,"Chiyabi"
4,"2013-07-01",0.4331,27.6615802597521,-17.0362192711596,4357,"Chiyabi"
5,"2013-08-31",0.3419,27.6615802597521,-17.0362192711596,4357,"Chiyabi"
6,"2013-10-31",0.4441,27.6615802597521,-17.0362192711596,4357,"Chiyabi"
7,"2014-12-31",0.2919,27.6615802597521,-17.0362192711596,4357,"Chiyabi"
8,"2015-03-01",0.2007,27.6615802597521,-17.0362192711596,4357,"Chiyabi"
9,"2015-09-30",0.3336,27.6615802597521,-17.0362192711596,4357,"Chiyabi"
10,"2016-02-29",0.0866,27.6615802597521,-17.0362192711596,4357,"Chiyabi"
1,"2012-07-01",0.4724,27.7088324915433,-16.96435404843,4491,"Chiyabi"
2,"2012-09-30",0.2808,27.7088324915433,-16.96435404843,4491,"Chiyabi"
3,"2012-11-30",0.2106,27.7088324915433,-16.96435404843,4491,"Chiyabi"
4,"2013-07-01",0.4331,27.7088324915433,-16.96435404843,4491,"Chiyabi"
5,"2013-08-31",0.3419,27.7088324915433,-16.96435404843,4491,"Chiyabi"
6,"2013-10-31",0.4441,27.7088324915433,-16.96435404843,4491,"Chiyabi"
7,"2014-12-31",0.2919,27.7088324915433,-16.96435404843,4491,"Chiyabi"
8,"2015-03-01",0.2007,27.7088324915433,-16.96435404843,4491,"Chiyabi"
9,"2015-09-30",0.3336,27.7088324915433,-16.96435404843,4491,"Chiyabi"
10,"2016-02-29",0.0866,27.7088324915433,-16.96435404843,4491,"Chiyabi"
1,"2012-07-01",0.4724,27.6143280279608,-17.009269812636,4227,"Chiyabi"
2,"2012-09-30",0.2808,27.6143280279608,-17.009269812636,4227,"Chiyabi"
3,"2012-11-30",0.2106,27.6143280279608,-17.009269812636,4227,"Chiyabi"
4,"2013-07-01",0.4331,27.6143280279608,-17.009269812636,4227,"Chiyabi"
5,"2013-08-31",0.3419,27.6143280279608,-17.009269812636,4227,"Chiyabi"
6,"2013-10-31",0.4441,27.6143280279608,-17.009269812636,4227,"Chiyabi"
7,"2014-12-31",0.2919,27.6143280279608,-17.009269812636,4227,"Chiyabi"
8,"2015-03-01",0.2007,27.6143280279608,-17.009269812636,4227,"Chiyabi"
9,"2015-09-30",0.3336,27.6143280279608,-17.009269812636,4227,"Chiyabi"
10,"2016-02-29",0.0866,27.6143280279608,-17.009269812636,4227,"Chiyabi"
1,"2012-07-01",0.4724,27.6993820451851,-17.0452024240008,4457,"Chiyabi"
2,"2012-09-30",0.2808,27.6993820451851,-17.0452024240008,4457,"Chiyabi"
3,"2012-11-30",0.2106,27.6993820451851,-17.0452024240008,4457,"Chiyabi"
4,"2013-07-01",0.4331,27.6993820451851,-17.0452024240008,4457,"Chiyabi"
5,"2013-08-31",0.3419,27.6993820451851,-17.0452024240008,4457,"Chiyabi"
6,"2013-10-31",0.4441,27.6993820451851,-17.0452024240008,4457,"Chiyabi"
7,"2014-12-31",0.2919,27.6993820451851,-17.0452024240008,4457,"Chiyabi"
8,"2015-03-01",0.2007,27.6993820451851,-17.0452024240008,4457,"Chiyabi"
9,"2015-09-30",0.3336,27.6993820451851,-17.0452024240008,4457,"Chiyabi"
10,"2016-02-29",0.0866,27.6993820451851,-17.0452024240008,4457,"Chiyabi"
1,"2012-07-01",0.4724,27.6143280279608,-17.0002866597948,4228,"Chiyabi"
2,"2012-09-30",0.2808,27.6143280279608,-17.0002866597948,4228,"Chiyabi"
3,"2012-11-30",0.2106,27.6143280279608,-17.0002866597948,4228,"Chiyabi"
4,"2013-07-01",0.4331,27.6143280279608,-17.0002866597948,4228,"Chiyabi"
5,"2013-08-31",0.3419,27.6143280279608,-17.0002866597948,4228,"Chiyabi"
6,"2013-10-31",0.4441,27.6143280279608,-17.0002866597948,4228,"Chiyabi"
7,"2014-12-31",0.2919,27.6143280279608,-17.0002866597948,4228,"Chiyabi"
8,"2015-03-01",0.2007,27.6143280279608,-17.0002866597948,4228,"Chiyabi"
9,"2015-09-30",0.3336,27.6143280279608,-17.0002866597948,4228,"Chiyabi"
10,"2016-02-29",0.0866,27.6143280279608,-17.0002866597948,4228,"Chiyabi"
1,"2012-07-01",0.4724,27.6426793670356,-16.9823203541124,4313,"Chiyabi"
2,"2012-09-30",0.2808,27.6426793670356,-16.9823203541124,4313,"Chiyabi"
3,"2012-11-30",0.2106,27.6426793670356,-16.9823203541124,4313,"Chiyabi"
4,"2013-07-01",0.4331,27.6426793670356,-16.9823203541124,4313,"Chiyabi"
5,"2013-08-31",0.3419,27.6426793670356,-16.9823203541124,4313,"Chiyabi"
6,"2013-10-31",0.4441,27.6426793670356,-16.9823203541124,4313,"Chiyabi"
7,"2014-12-31",0.2919,27.6426793670356,-16.9823203541124,4313,"Chiyabi"
8,"2015-03-01",0.2007,27.6426793670356,-16.9823203541124,4313,"Chiyabi"
9,"2015-09-30",0.3336,27.6426793670356,-16.9823203541124,4313,"Chiyabi"
10,"2016-02-29",0.0866,27.6426793670356,-16.9823203541124,4313,"Chiyabi"
1,"2012-07-01",0.4724,27.6710307061103,-17.0002866597948,4384,"Chiyabi"
2,"2012-09-30",0.2808,27.6710307061103,-17.0002866597948,4384,"Chiyabi"
3,"2012-11-30",0.2106,27.6710307061103,-17.0002866597948,4384,"Chiyabi"
4,"2013-07-01",0.4331,27.6710307061103,-17.0002866597948,4384,"Chiyabi"
5,"2013-08-31",0.3419,27.6710307061103,-17.0002866597948,4384,"Chiyabi"
6,"2013-10-31",0.4441,27.6710307061103,-17.0002866597948,4384,"Chiyabi"
7,"2014-12-31",0.2919,27.6710307061103,-17.0002866597948,4384,"Chiyabi"
8,"2015-03-01",0.2007,27.6710307061103,-17.0002866597948,4384,"Chiyabi"
9,"2015-09-30",0.3336,27.6710307061103,-17.0002866597948,4384,"Chiyabi"
10,"2016-02-29",0.0866,27.6710307061103,-17.0002866597948,4384,"Chiyabi"
1,"2012-07-01",0.4724,27.623778474319,-17.0002866597948,4260,"Chiyabi"
2,"2012-09-30",0.2808,27.623778474319,-17.0002866597948,4260,"Chiyabi"
3,"2012-11-30",0.2106,27.623778474319,-17.0002866597948,4260,"Chiyabi"
4,"2013-07-01",0.4331,27.623778474319,-17.0002866597948,4260,"Chiyabi"
5,"2013-08-31",0.3419,27.623778474319,-17.0002866597948,4260,"Chiyabi"
6,"2013-10-31",0.4441,27.623778474319,-17.0002866597948,4260,"Chiyabi"
7,"2014-12-31",0.2919,27.623778474319,-17.0002866597948,4260,"Chiyabi"
8,"2015-03-01",0.2007,27.623778474319,-17.0002866597948,4260,"Chiyabi"
9,"2015-09-30",0.3336,27.623778474319,-17.0002866597948,4260,"Chiyabi"
10,"2016-02-29",0.0866,27.623778474319,-17.0002866597948,4260,"Chiyabi"
1,"2012-07-01",0.4724,27.6615802597521,-16.9913035069536,4360,"Chiyabi"
2,"2012-09-30",0.2808,27.6615802597521,-16.9913035069536,4360,"Chiyabi"
3,"2012-11-30",0.2106,27.6615802597521,-16.9913035069536,4360,"Chiyabi"
4,"2013-07-01",0.4331,27.6615802597521,-16.9913035069536,4360,"Chiyabi"
5,"2013-08-31",0.3419,27.6615802597521,-16.9913035069536,4360,"Chiyabi"
6,"2013-10-31",0.4441,27.6615802597521,-16.9913035069536,4360,"Chiyabi"
7,"2014-12-31",0.2919,27.6615802597521,-16.9913035069536,4360,"Chiyabi"
8,"2015-03-01",0.2007,27.6615802597521,-16.9913035069536,4360,"Chiyabi"
9,"2015-09-30",0.3336,27.6615802597521,-16.9913035069536,4360,"Chiyabi"
10,"2016-02-29",0.0866,27.6615802597521,-16.9913035069536,4360,"Chiyabi"
1,"2012-07-01",0.4724,27.6615802597521,-16.96435404843,4363,"Chiyabi"
2,"2012-09-30",0.2808,27.6615802597521,-16.96435404843,4363,"Chiyabi"
3,"2012-11-30",0.2106,27.6615802597521,-16.96435404843,4363,"Chiyabi"
4,"2013-07-01",0.4331,27.6615802597521,-16.96435404843,4363,"Chiyabi"
5,"2013-08-31",0.3419,27.6615802597521,-16.96435404843,4363,"Chiyabi"
6,"2013-10-31",0.4441,27.6615802597521,-16.96435404843,4363,"Chiyabi"
7,"2014-12-31",0.2919,27.6615802597521,-16.96435404843,4363,"Chiyabi"
8,"2015-03-01",0.2007,27.6615802597521,-16.96435404843,4363,"Chiyabi"
9,"2015-09-30",0.3336,27.6615802597521,-16.96435404843,4363,"Chiyabi"
10,"2016-02-29",0.0866,27.6615802597521,-16.96435404843,4363,"Chiyabi"
1,"2012-07-01",0.4724,27.7088324915433,-16.9913035069536,4488,"Chiyabi"
2,"2012-09-30",0.2808,27.7088324915433,-16.9913035069536,4488,"Chiyabi"
3,"2012-11-30",0.2106,27.7088324915433,-16.9913035069536,4488,"Chiyabi"
4,"2013-07-01",0.4331,27.7088324915433,-16.9913035069536,4488,"Chiyabi"
5,"2013-08-31",0.3419,27.7088324915433,-16.9913035069536,4488,"Chiyabi"
6,"2013-10-31",0.4441,27.7088324915433,-16.9913035069536,4488,"Chiyabi"
7,"2014-12-31",0.2919,27.7088324915433,-16.9913035069536,4488,"Chiyabi"
8,"2015-03-01",0.2007,27.7088324915433,-16.9913035069536,4488,"Chiyabi"
9,"2015-09-30",0.3336,27.7088324915433,-16.9913035069536,4488,"Chiyabi"
10,"2016-02-29",0.0866,27.7088324915433,-16.9913035069536,4488,"Chiyabi"
1,"2012-07-01",0.4724,27.7088324915433,-17.0002866597948,4487,"Chiyabi"
2,"2012-09-30",0.2808,27.7088324915433,-17.0002866597948,4487,"Chiyabi"
3,"2012-11-30",0.2106,27.7088324915433,-17.0002866597948,4487,"Chiyabi"
4,"2013-07-01",0.4331,27.7088324915433,-17.0002866597948,4487,"Chiyabi"
5,"2013-08-31",0.3419,27.7088324915433,-17.0002866597948,4487,"Chiyabi"
6,"2013-10-31",0.4441,27.7088324915433,-17.0002866597948,4487,"Chiyabi"
7,"2014-12-31",0.2919,27.7088324915433,-17.0002866597948,4487,"Chiyabi"
8,"2015-03-01",0.2007,27.7088324915433,-17.0002866597948,4487,"Chiyabi"
9,"2015-09-30",0.3336,27.7088324915433,-17.0002866597948,4487,"Chiyabi"
10,"2016-02-29",0.0866,27.7088324915433,-17.0002866597948,4487,"Chiyabi"
1,"2012-07-01",0.4724,27.6710307061103,-16.9913035069536,4385,"Chiyabi"
2,"2012-09-30",0.2808,27.6710307061103,-16.9913035069536,4385,"Chiyabi"
3,"2012-11-30",0.2106,27.6710307061103,-16.9913035069536,4385,"Chiyabi"
4,"2013-07-01",0.4331,27.6710307061103,-16.9913035069536,4385,"Chiyabi"
5,"2013-08-31",0.3419,27.6710307061103,-16.9913035069536,4385,"Chiyabi"
6,"2013-10-31",0.4441,27.6710307061103,-16.9913035069536,4385,"Chiyabi"
7,"2014-12-31",0.2919,27.6710307061103,-16.9913035069536,4385,"Chiyabi"
8,"2015-03-01",0.2007,27.6710307061103,-16.9913035069536,4385,"Chiyabi"
9,"2015-09-30",0.3336,27.6710307061103,-16.9913035069536,4385,"Chiyabi"
10,"2016-02-29",0.0866,27.6710307061103,-16.9913035069536,4385,"Chiyabi"
