grid_cell,mid_x,mid_y,catchment
875,32.65439563,-24.74080613,Chicutso
876,32.65439563,-24.58809254,Chicutso
877,32.65439563,-24.57910938,Chicutso
878,32.65439563,-24.57012623,Chicutso
879,32.65439563,-24.56114308,Chicutso
880,32.66441542,-25.19894693,Chichuco
881,32.66441542,-25.18098062,Chichuco
882,32.66441542,-25.17199747,Chichuco
883,32.66441542,-25.16301432,Chichuco
884,32.66441542,-25.12708171,Chichuco
885,32.66441542,-25.11809855,Chichuco
886,32.66441542,-25.1091154,Magude-Sede
887,32.66441542,-25.10013225,Magude-Sede
888,32.66441542,-25.0911491,Magude-Sede
889,32.66441542,-25.08216594,Magude-Sede
890,32.66441542,-25.07318279,Magude-Sede
891,32.66441542,-25.06419964,Magude-Sede
892,32.66441542,-25.04623333,Magude-Sede
893,32.66441542,-25.03725018,Magude-Sede
894,32.66441542,-25.02826703,Facazissa
895,32.66441542,-25.01928387,Facazissa
896,32.66441542,-25.01030072,Facazissa
897,32.66441542,-25.00131757,Facazissa
898,32.66441542,-24.99233441,Facazissa
899,32.66441542,-24.98335126,Facazissa
900,32.66441542,-24.97436811,Facazissa
901,32.66441542,-24.96538496,Facazissa
902,32.66441542,-24.9564018,Facazissa
903,32.66441542,-24.94741865,Facazissa
904,32.66441542,-24.92945234,Facazissa
905,32.66441542,-24.92046919,Facazissa
906,32.66441542,-24.91148604,Facazissa
907,32.66441542,-24.90250289,Facazissa
908,32.66441542,-24.89351973,Moine
909,32.66441542,-24.88453658,Moine
910,32.66441542,-24.87555343,Moine
911,32.66441542,-24.84860397,Moine
912,32.66441542,-24.83962082,Moine
913,32.66441542,-24.83063766,Moine
914,32.66441542,-24.82165451,Moine
915,32.66441542,-24.76775559,Moine
916,32.66441542,-24.75877244,Moine
917,32.66441542,-24.74978929,Chicutso
918,32.66441542,-24.62402515,Chicutso
919,32.66441542,-24.57910938,Chicutso
920,32.66441542,-24.57012623,Chicutso
921,32.66441542,-24.56114308,Chicutso
922,32.66441542,-24.48927786,Chicutso
923,32.67443521,-25.19894693,Chichuco
924,32.67443521,-25.18996378,Chichuco
925,32.67443521,-25.15403117,Chichuco
926,32.67443521,-25.14504801,Chichuco
927,32.67443521,-25.1091154,Magude-Sede
928,32.67443521,-25.10013225,Magude-Sede
929,32.67443521,-25.0911491,Magude-Sede
930,32.67443521,-25.08216594,Magude-Sede
931,32.67443521,-25.07318279,Magude-Sede
932,32.67443521,-25.03725018,Facazissa
933,32.67443521,-25.02826703,Facazissa
934,32.67443521,-25.01030072,Facazissa
935,32.67443521,-25.00131757,Facazissa
936,32.67443521,-24.99233441,Facazissa
937,32.67443521,-24.98335126,Facazissa
938,32.67443521,-24.97436811,Facazissa
939,32.67443521,-24.96538496,Facazissa
940,32.67443521,-24.94741865,Facazissa
941,32.67443521,-24.92945234,Facazissa
942,32.67443521,-24.92046919,Facazissa
943,32.67443521,-24.91148604,Facazissa
944,32.67443521,-24.90250289,Facazissa
945,32.67443521,-24.89351973,Facazissa
946,32.67443521,-24.88453658,Moine
947,32.67443521,-24.87555343,Moine
948,32.67443521,-24.86657027,Moine
949,32.67443521,-24.85758712,Moine
950,32.67443521,-24.84860397,Moine
951,32.67443521,-24.83962082,Moine
952,32.67443521,-24.83063766,Moine
953,32.67443521,-24.76775559,Motaze
954,32.67443521,-24.75877244,Motaze
955,32.67443521,-24.74978929,Motaze
956,32.684455,-25.18996378,Chichuco
957,32.684455,-25.17199747,Chichuco
958,32.684455,-25.16301432,Chichuco
959,32.684455,-25.0911491,Magude-Sede
960,32.684455,-25.08216594,Magude-Sede
961,32.684455,-25.07318279,Magude-Sede
962,32.684455,-25.04623333,Magude-Sede
963,32.684455,-25.03725018,Facazissa
964,32.684455,-25.02826703,Facazissa
965,32.684455,-25.01928387,Facazissa
966,32.684455,-25.01030072,Facazissa
967,32.684455,-25.00131757,Facazissa
968,32.684455,-24.99233441,Facazissa
969,32.684455,-24.98335126,Facazissa
970,32.684455,-24.96538496,Facazissa
971,32.684455,-24.9564018,Facazissa
972,32.684455,-24.94741865,Facazissa
973,32.684455,-24.92945234,Facazissa
974,32.684455,-24.92046919,Facazissa
975,32.684455,-24.91148604,Facazissa
976,32.684455,-24.90250289,Facazissa
977,32.684455,-24.89351973,Facazissa
978,32.684455,-24.88453658,Facazissa
979,32.684455,-24.87555343,Moine
980,32.684455,-24.86657027,Moine
981,32.69447478,-25.0911491,Magude-Sede
982,32.69447478,-25.08216594,Magude-Sede
983,32.69447478,-25.07318279,Magude-Sede
984,32.69447478,-25.06419964,Magude-Sede
985,32.69447478,-25.04623333,Facazissa
986,32.69447478,-25.03725018,Facazissa
987,32.69447478,-25.02826703,Facazissa
988,32.69447478,-25.01928387,Facazissa
989,32.69447478,-25.01030072,Facazissa
990,32.69447478,-25.00131757,Facazissa
991,32.69447478,-24.9384355,Facazissa
992,32.69447478,-24.92945234,Facazissa
993,32.69447478,-24.92046919,Facazissa
994,32.69447478,-24.91148604,Facazissa
995,32.69447478,-24.90250289,Facazissa
996,32.69447478,-24.57910938,Chicutso
997,32.69447478,-24.57012623,Chicutso
998,32.69447478,-24.52521047,Chicutso
999,32.69447478,-24.51622731,Chicutso
1000,32.69447478,-24.50724416,Chicutso
1001,32.70449457,-25.17199747,Chichuco
1002,32.70449457,-25.08216594,Magude-Sede
1003,32.70449457,-25.07318279,Magude-Sede
1004,32.70449457,-25.06419964,Magude-Sede
1005,32.70449457,-25.05521648,Magude-Sede
1006,32.70449457,-25.04623333,Facazissa
1007,32.70449457,-25.03725018,Facazissa
1008,32.70449457,-25.02826703,Facazissa
1009,32.70449457,-25.01928387,Facazissa
1010,32.70449457,-25.01030072,Facazissa
1011,32.70449457,-25.00131757,Facazissa
1012,32.70449457,-24.94741865,Facazissa
1013,32.70449457,-24.92945234,Facazissa
1014,32.70449457,-24.90250289,Facazissa
1015,32.70449457,-24.89351973,Facazissa
1016,32.70449457,-24.57910938,Chicutso
1017,32.70449457,-24.57012623,Chicutso
1018,32.70449457,-24.52521047,Chicutso
1019,32.70449457,-24.51622731,Chicutso
1020,32.71451436,-25.07318279,Magude-Sede
1021,32.71451436,-25.06419964,Magude-Sede
1022,32.71451436,-25.05521648,Facazissa
1023,32.71451436,-25.04623333,Facazissa
1024,32.71451436,-25.03725018,Facazissa
1025,32.71451436,-25.02826703,Facazissa
1026,32.71451436,-25.01030072,Facazissa
1027,32.71451436,-25.00131757,Facazissa
1028,32.71451436,-24.9384355,Facazissa
1029,32.71451436,-24.92945234,Facazissa
1030,32.71451436,-24.88453658,Facazissa
1031,32.71451436,-24.57910938,Chicutso
1032,32.71451436,-24.57012623,Chicutso
1033,32.71451436,-24.56114308,Chicutso
1034,32.72453415,-25.16301432,Chichuco
1035,32.72453415,-25.15403117,Magude-Sede
1036,32.72453415,-25.08216594,Magude-Sede
1037,32.72453415,-25.07318279,Magude-Sede
1038,32.72453415,-25.06419964,Facazissa
1039,32.72453415,-25.05521648,Facazissa
1040,32.72453415,-25.04623333,Facazissa
1041,32.72453415,-25.03725018,Facazissa
1042,32.72453415,-25.02826703,Facazissa
1043,32.72453415,-25.01030072,Facazissa
1044,32.72453415,-25.00131757,Facazissa
1045,32.72453415,-24.94741865,Facazissa
1046,32.72453415,-24.9384355,Facazissa
1047,32.72453415,-24.92945234,Facazissa
1048,32.72453415,-24.92046919,Facazissa
1049,32.72453415,-24.8036882,Motaze
1050,32.72453415,-24.57012623,Chicutso
1051,32.72453415,-24.56114308,Chicutso
1052,32.73455393,-25.16301432,Magude-Sede
1053,32.73455393,-25.14504801,Magude-Sede
1054,32.73455393,-25.08216594,Magude-Sede
1055,32.73455393,-25.07318279,Magude-Sede
1056,32.73455393,-25.05521648,Facazissa
1057,32.73455393,-25.04623333,Facazissa
1058,32.73455393,-25.01928387,Facazissa
1059,32.73455393,-25.01030072,Facazissa
1060,32.73455393,-25.00131757,Facazissa
1061,32.73455393,-24.57910938,Chicutso
1062,32.73455393,-24.56114308,Chicutso
1063,32.73455393,-24.55215993,Chicutso
1064,32.74457372,-25.08216594,Magude-Sede
1065,32.74457372,-25.07318279,Facazissa
1066,32.74457372,-25.01928387,Facazissa
1067,32.74457372,-25.00131757,Facazissa
1068,32.74457372,-24.96538496,Facazissa
1069,32.74457372,-24.9564018,Facazissa
1070,32.74457372,-24.58809254,Chicutso
1071,32.74457372,-24.57910938,Chicutso
1072,32.74457372,-24.57012623,Chicutso
1073,32.75459351,-25.07318279,Facazissa
1074,32.75459351,-25.06419964,Facazissa
1075,32.75459351,-25.05521648,Facazissa
1076,32.75459351,-25.04623333,Facazissa
1077,32.75459351,-25.03725018,Facazissa
1078,32.75459351,-25.02826703,Facazissa
1079,32.75459351,-24.96538496,Facazissa
1080,32.75459351,-24.9564018,Facazissa
1081,32.75459351,-24.94741865,Facazissa
1082,32.75459351,-24.60605884,Chicutso
1083,32.75459351,-24.59707569,Chicutso
1084,32.75459351,-24.58809254,Chicutso
1085,32.75459351,-24.57910938,Chicutso
1086,32.76461329,-25.06419964,Facazissa
1087,32.76461329,-25.05521648,Facazissa
1088,32.76461329,-25.04623333,Facazissa
1089,32.76461329,-24.96538496,Facazissa
1090,32.76461329,-24.9564018,Facazissa
1091,32.76461329,-24.94741865,Facazissa
1092,32.76461329,-24.92945234,Facazissa
1093,32.76461329,-24.6330083,Chicutso
1094,32.76461329,-24.62402515,Chicutso
1095,32.76461329,-24.615042,Chicutso
1096,32.76461329,-24.60605884,Chicutso
1097,32.77463308,-25.0911491,Facazissa
1098,32.77463308,-25.06419964,Facazissa
1099,32.77463308,-25.05521648,Facazissa
1100,32.77463308,-25.04623333,Facazissa
1101,32.77463308,-25.03725018,Facazissa
1102,32.77463308,-25.02826703,Facazissa
1103,32.77463308,-25.01928387,Facazissa
1104,32.77463308,-25.01030072,Facazissa
1105,32.77463308,-24.94741865,Facazissa
1106,32.77463308,-24.9384355,Facazissa
1107,32.77463308,-24.92945234,Facazissa
1108,32.77463308,-24.64199145,Chicutso
1109,32.77463308,-24.62402515,Chicutso
1110,32.77463308,-24.615042,Chicutso
1111,32.78465287,-25.06419964,Facazissa
1112,32.78465287,-25.05521648,Facazissa
1113,32.78465287,-25.04623333,Facazissa
1114,32.78465287,-25.03725018,Facazissa
1115,32.78465287,-25.02826703,Facazissa
1116,32.78465287,-25.01928387,Facazissa
1117,32.78465287,-25.01030072,Facazissa
1118,32.78465287,-24.96538496,Facazissa
1119,32.78465287,-24.94741865,Facazissa
1120,32.78465287,-24.9384355,Facazissa
1121,32.78465287,-24.64199145,Chicutso
1122,32.78465287,-24.6330083,Chicutso
1123,32.78465287,-24.62402515,Chicutso
1124,32.79467266,-25.06419964,Facazissa
1125,32.79467266,-25.05521648,Facazissa
1126,32.79467266,-25.04623333,Facazissa
1127,32.79467266,-25.03725018,Facazissa
1128,32.79467266,-24.96538496,Facazissa
1129,32.79467266,-24.65995776,Chicutso
1130,32.79467266,-24.64199145,Chicutso
1131,32.80469244,-25.06419964,Facazissa
1132,32.80469244,-25.04623333,Facazissa
1133,32.80469244,-24.68690722,Motaze
1134,32.80469244,-24.67792407,Motaze
1135,32.80469244,-24.65995776,Motaze
1136,32.80469244,-24.65097461,Chicutso
1137,32.80469244,-24.64199145,Chicutso
1138,32.81471223,-25.07318279,Facazissa
1139,32.81471223,-25.06419964,Facazissa
1140,32.81471223,-25.04623333,Facazissa
1141,32.81471223,-25.02826703,Facazissa
1142,32.81471223,-24.97436811,Facazissa
1143,32.81471223,-24.77673875,Motaze
1144,32.81471223,-24.76775559,Motaze
1145,32.81471223,-24.74978929,Motaze
1146,32.81471223,-24.68690722,Motaze
1147,32.81471223,-24.67792407,Motaze
1148,32.81471223,-24.66894091,Motaze
1149,32.81471223,-24.65995776,Motaze
1150,32.82473202,-25.07318279,Facazissa
1151,32.82473202,-25.03725018,Facazissa
1152,32.82473202,-25.02826703,Facazissa
1153,32.82473202,-25.01928387,Facazissa
1154,32.82473202,-24.97436811,Facazissa
1155,32.82473202,-24.96538496,Facazissa
1156,32.82473202,-24.76775559,Motaze
1157,32.82473202,-24.74978929,Motaze
1158,32.82473202,-24.74080613,Motaze
1159,32.82473202,-24.72283983,Motaze
1160,32.82473202,-24.71385668,Motaze
1161,32.82473202,-24.68690722,Motaze
1162,32.82473202,-24.67792407,Motaze
1163,32.8347518,-25.08216594,Facazissa
1164,32.8347518,-25.07318279,Facazissa
1165,32.8347518,-25.06419964,Facazissa
1166,32.8347518,-25.01928387,Facazissa
1167,32.8347518,-25.01030072,Facazissa
1168,32.8347518,-24.97436811,Facazissa
1169,32.8347518,-24.96538496,Motaze
1170,32.8347518,-24.81267136,Motaze
1171,32.8347518,-24.8036882,Motaze
1172,32.8347518,-24.79470505,Motaze
1173,32.8347518,-24.7857219,Motaze
1174,32.8347518,-24.77673875,Motaze
1175,32.8347518,-24.76775559,Motaze
1176,32.8347518,-24.75877244,Motaze
1177,32.8347518,-24.74978929,Motaze
1178,32.8347518,-24.74080613,Motaze
1179,32.8347518,-24.73182298,Motaze
1180,32.8347518,-24.72283983,Motaze
1181,32.84477159,-25.08216594,Facazissa
1182,32.84477159,-25.07318279,Facazissa
1183,32.84477159,-25.06419964,Facazissa
1184,32.84477159,-25.05521648,Facazissa
1185,32.84477159,-25.01928387,Facazissa
1186,32.84477159,-25.01030072,Facazissa
1187,32.84477159,-24.97436811,Motaze
1188,32.84477159,-24.96538496,Motaze
1189,32.84477159,-24.83962082,Motaze
1190,32.84477159,-24.8036882,Motaze
1191,32.84477159,-24.79470505,Motaze
1192,32.84477159,-24.7857219,Motaze
1193,32.84477159,-24.77673875,Motaze
1194,32.84477159,-24.76775559,Motaze
1195,32.84477159,-24.75877244,Motaze
1196,32.84477159,-24.74978929,Motaze
1197,32.84477159,-24.74080613,Motaze
1198,32.84477159,-24.73182298,Motaze
1199,32.85479138,-25.0911491,Facazissa
1200,32.85479138,-25.08216594,Facazissa
1201,32.85479138,-25.06419964,Facazissa
1202,32.85479138,-25.02826703,Facazissa
1203,32.85479138,-25.01928387,Facazissa
1204,32.85479138,-25.01030072,Facazissa
1205,32.85479138,-24.97436811,Motaze
1206,32.85479138,-24.96538496,Motaze
1207,32.85479138,-24.84860397,Motaze
1208,32.85479138,-24.83962082,Motaze
1209,32.85479138,-24.81267136,Motaze
1210,32.85479138,-24.8036882,Motaze
1211,32.85479138,-24.79470505,Motaze
1212,32.85479138,-24.7857219,Motaze
1213,32.85479138,-24.77673875,Motaze
1214,32.85479138,-24.76775559,Motaze
1215,32.85479138,-24.75877244,Motaze
1216,32.85479138,-24.74978929,Motaze
1217,32.86481117,-25.10013225,Facazissa
1218,32.86481117,-25.06419964,Facazissa
1219,32.86481117,-25.05521648,Facazissa
1220,32.86481117,-25.02826703,Facazissa
1221,32.86481117,-25.01928387,Facazissa
1222,32.86481117,-24.85758712,Motaze
1223,32.86481117,-24.84860397,Motaze
1224,32.86481117,-24.83962082,Motaze
1225,32.86481117,-24.82165451,Motaze
1226,32.86481117,-24.81267136,Motaze
1227,32.86481117,-24.8036882,Motaze
1228,32.87483095,-25.02826703,Facazissa
1229,32.87483095,-25.01928387,Facazissa
1230,32.87483095,-24.85758712,Motaze
1231,32.88485074,-24.96538496,Motaze
1232,32.88485074,-24.9384355,Motaze
1233,32.88485074,-24.92945234,Motaze
1234,32.88485074,-24.87555343,Motaze
1235,32.88485074,-24.86657027,Motaze
1236,32.88485074,-24.85758712,NONE
1237,32.88485074,-24.83962082,Motaze
1238,32.88485074,-24.83063766,Motaze
1239,32.88485074,-24.81267136,Motaze
1240,32.89487053,-24.96538496,Motaze
1241,32.89487053,-24.9564018,Motaze
1242,32.89487053,-24.94741865,Motaze
1243,32.89487053,-24.9384355,Motaze
1244,32.89487053,-24.92945234,Motaze
1245,32.89487053,-24.92046919,Motaze
1246,32.89487053,-24.91148604,Motaze
1247,32.89487053,-24.90250289,Motaze
1248,32.89487053,-24.89351973,Motaze
1249,32.89487053,-24.88453658,Motaze
1250,32.89487053,-24.84860397,Motaze
1251,32.89487053,-24.83962082,Motaze
1252,32.89487053,-24.83063766,Motaze
1253,32.89487053,-24.82165451,Motaze
1254,32.89487053,-24.81267136,Motaze
1255,32.90489032,-24.92945234,Motaze
1256,32.90489032,-24.92046919,Motaze
1257,32.90489032,-24.91148604,Motaze
1258,32.90489032,-24.90250289,Motaze
1259,32.90489032,-24.89351973,Motaze
1260,32.90489032,-24.88453658,Motaze
1261,32.90489032,-24.84860397,Motaze
1262,32.90489032,-24.83962082,Motaze
1263,32.90489032,-24.83063766,Motaze
1264,32.90489032,-24.82165451,Motaze
1265,32.90489032,-24.81267136,Motaze
1266,32.9149101,-24.92046919,Motaze
1267,32.9149101,-24.91148604,Motaze
1268,32.9149101,-24.90250289,Motaze
1269,32.9149101,-24.85758712,Motaze
1270,32.9149101,-24.84860397,Motaze
1271,32.9149101,-24.83962082,Motaze
1272,32.9149101,-24.83063766,Motaze
1273,32.9149101,-24.81267136,Motaze
1274,32.92492989,-24.91148604,Motaze
1275,32.92492989,-24.90250289,Motaze
1276,32.92492989,-24.85758712,Motaze
1277,32.92492989,-24.84860397,Motaze
1278,32.92492989,-24.83962082,Motaze
1279,32.92492989,-24.83063766,Motaze
1280,32.93494968,-24.85758712,Motaze
1281,32.93494968,-24.83962082,Motaze
1282,32.93494968,-24.83063766,Motaze
1283,32.93494968,-24.81267136,Motaze
1284,32.93494968,-24.8036882,Motaze
1285,32.93494968,-24.79470505,Motaze
1286,32.93494968,-24.7857219,Motaze
1287,32.94496946,-24.83962082,Motaze
1288,32.94496946,-24.82165451,Motaze
1289,32.94496946,-24.81267136,Motaze
1290,32.94496946,-24.8036882,Motaze
1291,32.94496946,-24.79470505,Motaze
1292,32.94496946,-24.77673875,Motaze
1293,32.95498925,-24.83063766,Motaze
1294,32.95498925,-24.82165451,Motaze
1295,32.95498925,-24.81267136,Motaze
1296,32.95498925,-24.8036882,Motaze
1297,32.96500904,-24.83063766,Motaze
1298,32.96500904,-24.82165451,Motaze
1299,32.96500904,-24.81267136,Motaze
1300,32.97502883,-24.83063766,NONE
1301,32.98504861,-24.82165451,Motaze
